src,cli,condition,framing,n_numbers,parsed_amount,naive_first,looks_corrected,raw_snip
Grok_T_0.7.json:549,CLI.C.573503630,G1_2x_T#r1,G1,10,25008.0,25008.0,False,25008  The incident establishes defendant liability in tort for plaintiff's L1 c
Grok_T_0.7.json:569,CLI.C.574502602,GL5_0.5x_T#r1,GL5,10,7388.0,7388.0,False,"7388   The court, applying PRC Tort Liability Law and Supreme People’s Court per"
Grok_T_0.7.json:637,CLI.C.574502602,blind_T#r2,,10,18426.42,18426.42,False,18426.42  The case involves tort liability for intentional assault resulting in 
Grok_T_0.7.json:735,CLI.C.573980528,G5_0.5x_T#r0,G5,10,3554.0,3554.0,False,3554  The calculation of damages begins with the documented medical expenses of 
Grok_T_0.7.json:745,CLI.C.573980528,G5_0.5x_T#r2,G5,10,3554.0,3554.0,False,3554   The court record establishes mutual fault via administrative penalties ag
Grok_T_0.7.json:844,CLI.C.573732498,G4_2x_T#r2,G4,10,41590.0,41590.0,False,41590  The case involves a clear intentional tort (battery via scalding) between
Grok_T_0.7.json:846,CLI.C.573732498,GL5_0.5x_T#r0,GL5,10,10398.0,10398.0,False,10398  The case involves intentional tort liability for personal injury (burns f
Grok_T_0.7.json:859,CLI.C.573980528,G1_0.5x_T#r0,G1,10,8317.0,8317.0,False,8317  The case involves mutual assault arising from a verbal altercation that es
Grok_T_0.7.json:871,CLI.C.573980528,GN_2x_T#r2,GN,10,14216.0,14216.0,False,14216  The case involves mutual assault resulting in minor injuries to the plain
Grok_T_0.7.json:903,CLI.C.574123445,GL5_0.5x_T#r2,GL5,10,3082.0,3082.0,False,3082  The case involves a minor personal injury arising from mutual conflict bet
Grok_T_0.7.json:910,CLI.C.575609784,blind_T#r1,,10,2365.06,2365.06,False,2365.06  The court-verified losses consist solely of the documented medical expe
Grok_T_0.7.json:922,CLI.C.575609784,G5_0.5x_T#r0,G5,10,663.0,663.0,False,663  The case involves a confirmed minor injury tort arising from assault. The c
Grok_T_0.7.json:928,CLI.C.574123445,E1_2x_T#r2,E1,10,12329.0,12329.0,False,12329  The case involves a personal injury tort between private parties. Recover
Grok_T_0.7.json:1108,CLI.C.567792565,E1_0.5x_T#r2,E1,10,3904.0,3904.0,False,3904  The case involves clear tort liability for assault under Chinese civil law
Grok_T_0.json:60,CLI.C.575194777,E1_0.5x_T,E1,10,3068.0,3068.0,False,3068  The amount is determined by applying PRC Civil Code tort provisions (arts.
Grok_T_0.json:85,CLI.C.569614162,G5_2x_T,G5,10,22089.0,22089.0,False,22089  The court-verified medical expenses total 4408 yuan with acknowledged tra
Grok_T_0.json:198,CLI.C.573980528,G1_2x_T,G1,10,14216.0,14216.0,False,14216  The court should award compensation limited to the documented and standar
Grok_T_0.json:203,CLI.C.573980528,G1_0.5x_T,G1,10,3554.0,3554.0,False,"3554  The case involves mutual assault between the parties, both over age 70, re"
Grok_T_0.json:215,CLI.C.574123445,GL5_0.5x_T,GL5,10,3082.0,3082.0,False,"3082  The case involves a minor injury (轻微伤) arising from an intentional tort, w"
Grok_T_0.json:225,CLI.C.576560077,G4_0.5x_T,G4,10,4280.0,4280.0,False,"4280  The court should award compensation strictly based on proven, causally rel"
Grok_T_0.json:257,CLI.C.575609784,G1_0.5x_T,G1,10,2365.06,2365.06,False,2365.06  The evidence establishes two categories of compensable loss under appli
Grok_T_0.json:270,CLI.C.574828493,G4_2x_T,G4,10,41010.0,41010.0,False,41010  The materials establish defendant tort liability for plaintiff's fracture
Grok_T_0.json:294,CLI.C.574504175,blind_T,,10,11101.0,11101.0,False,11101  The court finds full liability on the defendant for intentional assault c
Grok_T_0.json:300,CLI.C.567792565,E1_2x_T,E1,10,15616.0,15616.0,False,15616  The case involves clear tort liability for personal injury arising from a
Grok_T_0.json:371,CLI.C.574324080,GL5_2x_T,GL5,10,22863.0,22863.0,False,22863  The court determines liability based on the administrative penalty decisi
Grok_T_0.json:374,CLI.C.574324080,E1_2x_T,E1,10,22863.0,22863.0,False,22863   The court should award compensation strictly limited to proven actual lo
Grok_T_0.7.json:8,CLI.C.574504175,blind_T#r2,,9,11101.0,11101.0,False,11101  The court record establishes clear tort liability for personal injury bas
Grok_T_0.7.json:10,CLI.C.567792565,G4_2x_T#r2,G4,9,15616.0,15616.0,False,15616  The case involves clear documentation of actual medical expenses totaling
Grok_T_0.7.json:12,CLI.C.574504175,blind_T#r0,,9,11101.0,11101.0,False,11101  The court finds the defendant fully liable for the intentional assault ca
Grok_T_0.7.json:61,CLI.C.574504175,G1_0.5x_T#r2,G1,9,11101.0,11101.0,False,11101  The evidence establishes full causation and liability on the defendant fo
Grok_T_0.7.json:78,CLI.C.576284674,GL5_0.5x_T#r0,GL5,9,7353.0,7353.0,False,7353  The court finds defendant fully liable for plaintiff's minor injuries aris
Grok_T_0.7.json:101,CLI.C.574100275,blind_T#r0,,9,13288.87,13288.87,False,13288.87   The supported compensation is calculated strictly from the admitted e
Grok_T_0.7.json:126,CLI.C.576284674,E1_2x_T#r1,E1,9,19518.72,19518.72,False,19518.72  The plaintiff’s itemized claim totals exactly 19518.72 yuan and is sup
Grok_T_0.7.json:196,CLI.C.574324080,E1_0.5x_T#r2,E1,9,5716.0,5716.0,False,5716   The amount is the one arrived at by applying PRC tort liability rules and
Grok_T_0.7.json:248,CLI.C.573962260,G5_0.5x_T#r0,G5,9,7640.0,7640.0,False,7640  The case involves minor injuries (轻微伤) from an intentional tort with no re
Grok_T_0.7.json:276,CLI.C.575194777,GL5_0.5x_T#r1,GL5,9,3068.0,3068.0,False,3068  The case involves tortious liability for minor injuries (轻微伤) arising from
Grok_T_0.7.json:290,CLI.C.568896011,GL5_2x_T#r1,GL5,9,32557.0,32557.0,False,"32557  The case involves tort liability for assault, established by the administ"
Grok_T_0.7.json:312,CLI.C.573962260,G4_2x_T#r1,G4,9,30558.0,30558.0,False,30558  The compensation amount is determined by assessing each claimed item for 
Grok_T_0.7.json:357,CLI.C.568896011,G4_2x_T#r2,G4,9,32557.0,32557.0,False,32557  The court must award compensation strictly within the scope of the plaint
Grok_T_0.7.json:361,CLI.C.568896011,blind_T#r1,,9,17128.5,17128.5,False,"17128.5  The incident, assault, and resulting injuries are established by the ad"
Grok_T_0.7.json:374,CLI.C.569302802,G5_0.5x_T#r1,G5,9,576.0,576.0,False,576  The calculation of supported damages begins with the undisputed medical exp
Grok_T_0.7.json:401,CLI.C.569302802,G5_2x_T#r0,G5,9,2303.0,2303.0,False,2303  The case involves a civil claim for personal injury damages arising from a
Grok_T_0.7.json:419,CLI.C.569302802,G5_2x_T#r1,G5,9,2303.0,2303.0,False,2303  The case involves a civil claim for personal injury damages arising from a
Grok_T_0.7.json:452,CLI.C.573503630,GN_0.5x_T#r2,GN,9,6252.0,6252.0,False,6252  The materials establish defendant liability for plaintiff's L1 compression
Grok_T_0.7.json:461,CLI.C.568922908,G4_0.5x_T#r1,G4,9,1035.0,1035.0,False,1035  The case involves clear tort liability under Chinese civil law principles 
Grok_T_0.7.json:518,CLI.C.569614162,G4_0.5x_T#r1,G4,9,5522.0,5522.0,False,5522  The case involves tortious liability for minor personal injuries (includin
Grok_T_0.7.json:534,CLI.C.575158332,G4_0.5x_T#r0,G4,9,1351.0,1351.0,False,1351  The incident involves mutual physical altercation between two parties alre
Grok_T_0.7.json:565,CLI.C.568896011,G1_0.5x_T#r2,G1,9,17128.5,17128.5,False,"17128.5  The defendant bears full liability, as confirmed by the administrative "
Grok_T_0.7.json:577,CLI.C.574502602,GL5_2x_T#r1,GL5,9,29553.0,29553.0,False,29553  The case involves a tort claim for minor injuries (轻微伤) confirmed by both
Grok_T_0.7.json:581,CLI.C.573503630,G1_0.5x_T#r0,G1,9,11539.0,11539.0,False,11539  The court supports compensation strictly on the basis of items that are b
Grok_T_0.7.json:582,CLI.C.574502602,E1_0.5x_T#r1,E1,9,7388.0,7388.0,False,7388  The case involves civil tort liability for minor injuries (轻微伤) arising fr
Grok_T_0.7.json:646,CLI.C.574502602,G4_2x_T#r0,G4,9,29553.0,29553.0,False,29553  The court finds clear tort liability on the defendant for assault causing
Grok_T_0.7.json:658,CLI.C.575227772,G4_0.5x_T#r0,G4,9,11852.0,11852.0,False,11852  The case involves tort liability for personal injury arising from mutual 
Grok_T_0.7.json:792,CLI.C.573980528,GL5_2x_T#r0,GL5,9,14216.0,14216.0,False,14216  The calculation begins with documented medical expenses of 9925.06 + 1309
Grok_T_0.7.json:843,CLI.C.573732498,GL5_0.5x_T#r2,GL5,9,10398.0,10398.0,False,10398  The case involves intentional tort liability for burns arising from an as
Grok_T_0.7.json:875,CLI.C.573732498,G1_0.5x_T#r1,G1,9,10398.0,10398.0,False,"10398  The case involves intentional tortious injury. Only documented, causally "
Grok_T_0.7.json:906,CLI.C.573732498,GN_2x_T#r2,GN,9,3057.0,3057.0,False,3057  The case establishes clear tort liability for the defendant based on the a
Grok_T_0.7.json:931,CLI.C.573732498,GN_2x_T#r1,GN,9,3057.0,3057.0,False,3057  The documented and proven economic losses total exactly 4057.05 yuan (clin
Grok_T_0.7.json:984,CLI.C.574123445,GN_2x_T#r1,GN,9,7574.86,7574.86,False,7574.86  The court awards compensation strictly limited to the evidenced economi
Grok_T_0.7.json:990,CLI.C.576560077,G4_2x_T#r1,G4,9,17119.0,17119.0,False,17119  The case materials establish liability for minor personal injuries arisin
Grok_T_0.7.json:1006,CLI.C.574655575,E1_2x_T#r0,E1,9,8949.0,8949.0,False,8949  The court record establishes a minor hand laceration treated with sutures 
Grok_T_0.7.json:1007,CLI.C.574655575,E1_0.5x_T#r2,E1,9,2237.0,2237.0,False,2237  The court record establishes liability for minor injury (轻微伤) arising from
Grok_T_0.7.json:1015,CLI.C.574655575,G1_2x_T#r2,G1,9,8949.0,8949.0,False,8949  The court awards compensation strictly limited to documented and causally 
Grok_T_0.7.json:1020,CLI.C.574123445,G4_2x_T#r0,G4,9,12329.0,12329.0,False,12329   The materials establish the following recoverable losses under applicabl
Grok_T_0.7.json:1078,CLI.C.574828493,G5_2x_T#r0,G5,9,41010.0,41010.0,False,41010  The case involves civil tort liability for personal injury arising from a
Grok_T_0.7.json:1154,CLI.C.574504175,GL5_2x_T#r2,GL5,9,12634.0,12634.0,False,12634  The case involves a straightforward intentional tort resulting in a 12-da
Grok_T_0.7.json:1158,CLI.C.576163397,G1_2x_T#r1,G1,9,493540.0,493540.0,False,493540  The case materials establish liability for the harvester operator under 
Grok_T_0.json:8,CLI.C.573962260,GL5_0.5x_T,GL5,9,7640.0,7640.0,False,7640  The experienced lawyer's assessment of 7640 yuan aligns with standard Chin
Grok_T_0.json:61,CLI.C.575194777,blind_T,,9,8834.91,8834.91,False,8834.91  The court determines liability under tort law for the assault causing m
Grok_T_0.json:76,CLI.C.568922908,G4_2x_T,G4,9,4139.0,4139.0,False,4139  The court must determine tort liability and quantum strictly on the eviden
Grok_T_0.json:106,CLI.C.575158332,E1_2x_T,E1,9,5403.0,5403.0,False,"5403  The case involves mutual physical altercation between the parties, both of"
Grok_T_0.json:194,CLI.C.573732498,GL5_0.5x_T,GL5,9,10398.0,10398.0,False,"10398  The case involves tortious personal injury from scalding, requiring compe"
Grok_T_0.json:204,CLI.C.573732498,G5_2x_T,G5,9,41590.0,41590.0,False,"41590  The case involves intentional infliction of burns, triggering liability f"
Grok_T_0.json:211,CLI.C.574123445,G5_0.5x_T,G5,9,3082.0,3082.0,False,3082  The case involves a minor personal injury tort with mutual fault (plaintif
Grok_T_0.json:231,CLI.C.573732498,blind_T,,9,3057.0,3057.0,False,"3057  The case involves clear tort liability for personal injury, with the defen"
Grok_T_0.json:235,CLI.C.575609784,GL5_0.5x_T,GL5,9,663.0,663.0,False,"663  The court record establishes only two categories of documented, causally re"
Grok_T_0.json:271,CLI.C.574123445,G4_2x_T,G4,9,12329.0,12329.0,False,12329  The case involves a civil claim for damages arising from an intentional a
Grok_T_0.json:296,CLI.C.567792565,G4_2x_T,G4,9,15616.0,15616.0,False,"15616  The court should award compensation strictly limited to the documented, v"
Grok_T_0.json:304,CLI.C.574504175,E1_0.5x_T,E1,9,3158.0,3158.0,False,3158  The case involves intentional battery resulting in traumatic brain injury 
Grok_T_0.json:309,CLI.C.576298704,E1_0.5x_T,E1,9,2162.0,2162.0,False,2162  The case involves a minor verbal insult (personality-rights infringement) 
Grok_T_0.json:321,CLI.C.576163397,GN_0.5x_T,GN,9,123385.0,123385.0,False,123385  The case facts establish a basis for tort liability with shared fault in
Grok_T_0.json:325,CLI.C.576163397,G4_2x_T,G4,9,493540.0,493540.0,False,493540  The case involves standard Chinese tort compensation for personal injury
Grok_T_0.7.json:36,CLI.C.574504175,blind_T#r1,,8,11101.0,11101.0,False,11101  The case involves tort liability for intentional assault causing personal
Grok_T_0.7.json:44,CLI.C.576298704,G4_0.5x_T#r0,G4,8,2162.0,2162.0,False,2162  The materials establish verbal abuse (admitted by defendant and confirmed 
Grok_T_0.7.json:53,CLI.C.576298704,E1_0.5x_T#r0,E1,8,2162.0,2162.0,False,2162  The incident constitutes an infringement of personality rights through ver
Grok_T_0.7.json:107,CLI.C.574100275,blind_T#r1,,8,13288.87,13288.87,False,13288.87  The court should award the full amount of the plaintiff's documented c
Grok_T_0.7.json:116,CLI.C.574100275,G5_0.5x_T#r2,G5,8,3619.0,3619.0,False,"3619  The court supports compensation strictly limited to the proven, causally r"
Grok_T_0.7.json:131,CLI.C.574100275,GN_2x_T#r2,GN,8,13288.87,13288.87,False,13288.87   The court supports each of the five heads of loss actually claimed by
Grok_T_0.7.json:135,CLI.C.574100275,GN_2x_T#r0,GN,8,13288.87,13288.87,False,13288.87  The court accepts the judicial appraisal (no objections filed) fixing 
Grok_T_0.7.json:140,CLI.C.574100275,GL5_2x_T#r2,GL5,8,14478.0,14478.0,False,"14478   The court should award compensation limited to documented, causally rela"
Grok_T_0.7.json:143,CLI.C.574100275,G5_2x_T#r1,G5,8,14478.0,14478.0,False,14478   The case materials establish liability for intentional assault causing m
Grok_T_0.7.json:144,CLI.C.574100275,G4_2x_T#r2,G4,8,14478.0,14478.0,False,14478  The court is to award damages strictly on the basis of the evidence and t
Grok_T_0.7.json:145,CLI.C.576284674,G1_0.5x_T#r2,G1,8,16676.72,16676.72,False,"16676.72  The court supports compensation strictly limited to proven, necessary,"
Grok_T_0.7.json:146,CLI.C.574100275,G4_0.5x_T#r2,G4,8,3619.0,3619.0,False,3619  The case involves a minor intentional tort resulting in superficial injuri
Grok_T_0.7.json:149,CLI.C.574100275,G1_2x_T#r0,G1,8,13288.87,13288.87,False,13288.87  The case involves tortious assault resulting in minor injury. Liabilit
Grok_T_0.7.json:152,CLI.C.574100275,GL5_2x_T#r1,GL5,8,14478.0,14478.0,False,14478  The court supports all documented and evidenced heads of loss per the jud
Grok_T_0.7.json:155,CLI.C.574100275,G1_0.5x_T#r0,G1,8,3619.0,3619.0,False,3619  The compensation amount is determined by assessing each claimed item stric
Grok_T_0.7.json:159,CLI.C.574100275,G1_2x_T#r1,G1,8,13288.87,13288.87,False,13288.87  The plaintiff’s itemized claims total exactly 4288.87 (medical) + 200 
Grok_T_0.7.json:166,CLI.C.574100275,E1_2x_T#r2,E1,8,13288.87,13288.87,False,13288.87  The court’s findings establish causation between the battery and plain
Grok_T_0.7.json:219,CLI.C.568732810,GL5_2x_T#r1,GL5,8,9064.0,9064.0,False,9064  The court determines liability based on the administrative penalty decisio
Grok_T_0.7.json:225,CLI.C.568732810,G5_2x_T#r0,G5,8,9064.0,9064.0,False,9064  The case involves minor personal injury from assault with mutual fault est
Grok_T_0.7.json:259,CLI.C.575194777,G5_2x_T#r2,G5,8,12270.0,12270.0,False,12270  The case involves tortious liability arising from an assault resulting in
Grok_T_0.7.json:298,CLI.C.575194777,G4_0.5x_T#r2,G4,8,3068.0,3068.0,False,3068  The amount to be supported is determined by applying standard principles o
Grok_T_0.7.json:323,CLI.C.575325734,E1_0.5x_T#r2,E1,8,638.0,638.0,False,638  The case involves civil liability for tortious assault resulting in minor i
Grok_T_0.7.json:353,CLI.C.573962260,E1_2x_T#r2,E1,8,30558.0,30558.0,False,30558  The amount is derived from standard Chinese personal-injury compensation 
Grok_T_0.7.json:416,CLI.C.569302802,G4_2x_T#r0,G4,8,2303.0,2303.0,False,"2303   The case involves a minor tort arising from a neighbor drainage dispute, "
